seed,best_epoch,best_val_metric,final_val_loss
42,1,0.11265923566878981,2.3007924799706525
123,1,0.11265923566878981,2.3007795567725116
456,1,0.11265923566878981,2.3008845247280827
789,1,0.11265923566878981,2.300819814584817
1024,1,0.11265923566878981,2.3007429329453
42,1,0.11265923566878981,2.3007924799706525
123,1,0.11265923566878981,2.3007795567725116
456,1,0.11265923566878981,2.3008845247280827
789,1,0.11265923566878981,2.300819814584817
1024,1,0.11265923566878981,2.3007429329453
42,1,0.11265923566878981,2.300799714531868
123,1,0.11265923566878981,2.3007904845438185
456,1,0.11265923566878981,2.30080307972659
789,1,0.11265923566878981,2.3007832059435023
42,1,0.11265923566878981,2.300799714531868
123,1,0.11265923566878981,2.3007904845438185
456,1,0.11265923566878981,2.30080307972659
789,1,0.11265923566878981,2.3007832059435023
1024,1,0.11265923566878981,2.3007917844565813
42,1,0.11265923566878981,2.3008533511192177
