seed,best_epoch,best_val_metric,final_val_loss
42,13,0.9397890127388535,0.5550906441773579
123,20,0.9545183121019108,0.18635711591738235
456,5,0.8945063694267515,0.5325559640576125
789,16,0.9225716560509554,0.6726901681180213
1024,13,0.899781050955414,0.5890971410806012
42,13,0.9397890127388535,0.5550906441773579
123,20,0.9545183121019108,0.18635711591738235
456,5,0.8945063694267515,0.5325559640576125
789,16,0.9225716560509554,0.6726901681180213
1024,13,0.899781050955414,0.5890971410806012
42,20,0.9792993630573248,0.2721702167932397
123,18,0.9817874203821656,0.19201125295095178
456,19,0.9788017515923567,0.26349086707447567
789,19,0.9809912420382165,0.21859628350860605
1024,19,0.9794984076433121,0.23791117286552357
42,20,0.9792993630573248,0.2721702167932397
123,18,0.9817874203821656,0.19201125295095178
456,19,0.9788017515923567,0.26349086707447567
789,19,0.9809912420382165,0.21859628350860605
1024,19,0.9794984076433121,0.23791117286552357
42,2,0.8874402866242038,0.36975089427392194
