seed,best_epoch,best_val_metric,final_val_loss
42,18,0.978702229299363,0.12041260630078095
1042,18,0.9784036624203821,0.13115398724346577
2042,12,0.9806926751592356,0.10390931103510104
42,18,0.978702229299363,0.12041260630078095
123,14,0.9798964968152867,0.11695059084745567
456,16,0.981687898089172,0.12252986647830663
789,17,0.9830812101910829,0.10565056032872605
1024,19,0.9778065286624203,0.13094720702765178
42,18,0.978702229299363,0.12041260630078095
123,14,0.9798964968152867,0.11695059084745567
456,16,0.981687898089172,0.12252986647830663
789,17,0.9830812101910829,0.10565056032872605
1024,19,0.9778065286624203,0.13094720702765178
42,2,0.9642714968152867,0.123468148516147
