seed,best_epoch,best_val_metric,final_val_loss
42,3,0.58984375,0.6076623070985079
123,2,0.5966796875,0.6111793257296085
456,26,0.5908203125,0.6076088016852736
789,44,0.615234375,0.5992478895932436
1024,14,0.630859375,0.5866517955437303
42,1,0.5859375,0.619807057082653
