seed,best_epoch,best_val_metric,final_val_loss
42,18,0.9754179936305732,0.13855064511084098
123,20,0.9761146496815286,0.16045526754658185
456,19,0.977906050955414,0.1331831984389514
789,19,0.9762141719745223,0.15119599891310428
1024,11,0.9781050955414012,0.13580808313343798
42,18,0.9754179936305732,0.13855064511084098
123,20,0.9761146496815286,0.16045526754658185
456,19,0.977906050955414,0.1331831984389514
789,19,0.9762141719745223,0.15119599891310428
1024,11,0.9781050955414012,0.13580808313343798
42,19,0.9802945859872612,0.19077845574253263
123,16,0.9808917197452229,0.21876870650048222
456,19,0.9812898089171974,0.21560141173180597
789,18,0.9799960191082803,0.20143496941495584
1024,19,0.9817874203821656,0.18961819185784598
42,19,0.9802945859872612,0.19077845574253263
123,16,0.9808917197452229,0.21876870650048222
456,19,0.9812898089171974,0.21560141173180597
789,18,0.9799960191082803,0.20143496941495584
1024,19,0.9817874203821656,0.18961819185784598
42,2,0.9433718152866242,0.1996709169214888
