seed,best_epoch,best_val_metric,final_val_loss
42,2,0.86328125,0.31545421201735735
123,2,0.859375,0.3082170174457133
456,1,0.859375,0.3139670053496957
789,2,0.884765625,0.27769030909985304
1024,2,0.875,0.3041577343828976
