seed,best_epoch,best_val_metric,final_val_loss
42,14,0.9803941082802548,0.11282484356394026
1042,11,0.9780055732484076,0.14094151379016415
2042,16,0.9809912420382165,0.10068275960964074
42,14,0.9803941082802548,0.11282484356394026
123,16,0.9807921974522293,0.12687596672301324
456,17,0.9802945859872612,0.12607648811151548
789,16,0.9842754777070064,0.10478171674621063
1024,18,0.9793988853503185,0.13159709284842092
42,14,0.9803941082802548,0.11282484356394026
123,16,0.9807921974522293,0.12687596672301324
456,17,0.9802945859872612,0.12607648811151548
789,16,0.9842754777070064,0.10478171674621063
1024,18,0.9793988853503185,0.13159709284842092
42,2,0.9670581210191083,0.11155039831331581
