seed,best_epoch,best_val_metric,final_val_loss
42,15,0.9793988853503185,0.12542782434256242
42,15,0.9793988853503185,0.12542782434256242
123,20,0.9820859872611465,0.10161332482307357
456,16,0.9780055732484076,0.16066482591590692
42,15,0.9793988853503185,0.12542782434256242
123,20,0.9820859872611465,0.10161332482307357
456,16,0.9780055732484076,0.16066482591590692
789,10,0.9829816878980892,0.1197165836859915
1024,13,0.9790007961783439,0.1638733908705707
42,2,0.9684514331210191,0.11263555754569306
