seed,best_epoch,best_val_metric,final_val_loss
42,1,0.11265923566878981,2.300792505786677
42,1,0.11265923566878981,2.300792505786677
123,1,0.11265923566878981,2.3007795567725116
456,1,0.11265923566878981,2.3008844700588544
789,1,0.11265923566878981,2.30081984799379
1024,1,0.11265923566878981,2.3007429329453
42,1,0.11265923566878981,2.300798291613342
123,1,0.11265923566878981,2.3007921899200245
456,1,0.11265923566878981,2.3008048549579208
789,1,0.11265923566878981,2.30078143830512
1024,1,0.11265923566878981,2.3007906865162453
42,1,0.11265923566878981,2.300865022999466
