seed,best_epoch,best_val_metric,final_val_loss
42,47,0.003320825240280101,0.007790937939716969
42,47,0.0027313661383914223,0.009478645995841362
1042,49,0.017851602013706724,0.058956163993570954
2042,49,0.008030502841393172,0.008303884066208411
42,47,0.0030631353065473377,0.0070651071655447595
123,50,0.004007490133517422,0.004007490133517422
456,44,0.003262683629145613,0.003884886896230455
789,28,0.00045437264407155453,0.0017491254511696752
1024,49,0.0032188300747293397,0.008645088390039746
42,47,0.0030631353065473377,0.0070651071655447595
123,50,0.004007490133517422,0.004007490133517422
456,44,0.003262683629145613,0.003884886896230455
789,28,0.00045437264407155453,0.0017491254511696752
1024,49,0.0032188300747293397,0.008645088390039746
42,47,0.0029221433562724997,0.007720074128883425
