seed,best_epoch,best_val_metric,final_val_loss
42,47,0.003462273671402727,0.007667718920856714
42,47,0.002982715427947369,0.012182078819023445
1042,49,0.017491326528443096,0.04543201602064073
2042,49,0.008052547635543306,0.008194091468340048
42,47,0.0030697226370648423,0.00696811247325968
123,50,0.00411246573594326,0.00411246573594326
456,44,0.003445611332608678,0.0035076291369477985
789,47,0.00045353619589150185,0.002417576550215017
1024,49,0.0032842417563188064,0.008696748001966625
42,47,0.0030697226370648423,0.00696811247325968
123,50,0.00411246573594326,0.00411246573594326
456,44,0.003445611332608678,0.0035076291369477985
789,47,0.00045353619589150185,0.002417576550215017
1024,49,0.0032842417563188064,0.008696748001966625
42,47,0.002789901567666675,0.008949211922299583
