seed,best_epoch,best_val_metric,final_val_loss
42,47,0.003829702920938871,0.007570572910481133
123,39,0.002463736410390993,0.0026531343519309303
456,36,0.004026809876904736,0.0046368157700271695
789,28,0.00020683543675659166,0.003268832035246305
1024,49,0.002932497926394717,0.008228464066633023
42,47,0.004047889359299006,0.0077571942820213735
