seed,best_epoch,best_val_metric,final_val_loss
42,47,0.0034876724630521494,0.007912591259810142
42,47,0.0023965966161085817,0.01706763668335043
42,47,0.0031901215058951493,0.007043259422061965
123,50,0.004032905778331042,0.004032905778331042
456,44,0.0033544342159075313,0.003962714639783371
789,28,0.000469003374746535,0.0022559089957212564
42,47,0.0031901215058951493,0.007043259422061965
123,50,0.004032905778331042,0.004032905778331042
456,44,0.0033544342159075313,0.003962714639783371
789,28,0.000469003374746535,0.0022559089957212564
1024,49,0.0030496466724798665,0.007792444055667147
42,47,0.002870179083856783,0.006699635669065174
